id,ROUGE-1,ROUGE-2,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU,METEOR,BERTScore-F1
1048,0.4247,0.1944,0.3288,0.2907,0.1754,0.1224,0.0902,0.0902,0.3193,0.2083
1049,0.2732,0.0994,0.2077,0.2421,0.1523,0.0908,0.0534,0.0534,0.1837,0.0316
1050,0.1419,0.0131,0.1161,0.0978,0.0328,0.0106,0.0061,0.0061,0.0937,-0.1957
1051,0.2835,0.176,0.252,0.1562,0.1147,0.0943,0.082,0.082,0.3796,0.2112
1052,0.6986,0.6377,0.5646,0.6406,0.6061,0.5841,0.5648,0.5648,0.5912,0.5199
1053,0.3822,0.0903,0.2166,0.2198,0.121,0.0691,0.044,0.044,0.3272,0.1677
1054,0.4018,0.2028,0.3014,0.2058,0.13,0.0953,0.0728,0.0728,0.2224,0.2162
1055,0.4622,0.3051,0.3697,0.2226,0.178,0.1466,0.1282,0.1282,0.262,0.2452
1056,0.5654,0.381,0.4607,0.4283,0.3559,0.3119,0.2727,0.2727,0.4108,0.3317
1057,0.4217,0.1463,0.2892,0.3111,0.1448,0.0288,0.0129,0.0129,0.2686,0.2061
1058,0.41,0.2222,0.31,0.3068,0.2342,0.1986,0.1735,0.1735,0.2977,0.0518
1059,0.3916,0.1277,0.2937,0.2824,0.164,0.0991,0.0587,0.0587,0.3125,0.2139
1060,0.3731,0.1361,0.2487,0.2887,0.1645,0.1196,0.0923,0.0923,0.2424,0.165
1061,0.3953,0.1882,0.2907,0.2941,0.1775,0.1238,0.0913,0.0913,0.2758,0.1341
1062,0.6948,0.5687,0.6197,0.5266,0.4836,0.4602,0.4412,0.4412,0.5411,0.5357
1063,0.3673,0.1753,0.1939,0.2986,0.1818,0.1104,0.0343,0.0343,0.2835,0.1638
1064,0.5581,0.4219,0.4574,0.2523,0.2127,0.1874,0.1642,0.1642,0.32,0.4189
1065,0.5281,0.3319,0.4242,0.4158,0.3378,0.2929,0.2626,0.2626,0.3473,0.3274
1066,0.2047,0.032,0.1575,0.1136,0.0361,0.0115,0.0065,0.0065,0.1871,-0.0522
1067,0.4129,0.2614,0.2968,0.2243,0.1721,0.1312,0.0965,0.0965,0.5388,0.3666
1068,0.3512,0.0887,0.2049,0.3021,0.1128,0.0513,0.0195,0.0195,0.1564,-0.0198
1069,0.1898,0.0741,0.1752,0.0941,0.0335,0.0111,0.0064,0.0064,0.1328,0.0674
1070,0.3885,0.1898,0.2878,0.2553,0.1657,0.1143,0.0757,0.0757,0.378,0.2692
1071,0.5826,0.4211,0.4522,0.4312,0.3724,0.3364,0.3095,0.3095,0.4232,0.3676
1072,0.4,0.1266,0.2625,0.3103,0.1699,0.1006,0.0702,0.0702,0.2268,0.1158
1073,0.4596,0.1888,0.2468,0.3064,0.1681,0.1097,0.0719,0.0719,0.256,0.1953
1074,0.5137,0.3646,0.4153,0.472,0.3899,0.3448,0.3027,0.3027,0.3768,0.2791
1075,0.4667,0.2269,0.275,0.2715,0.1869,0.1274,0.0887,0.0887,0.2473,0.2688
1076,0.5414,0.2905,0.4199,0.4688,0.3295,0.2467,0.1952,0.1952,0.4292,0.3329
1077,0.487,0.1361,0.2798,0.3368,0.1129,0.023,0.0104,0.0104,0.2508,0.2119
1078,0.5412,0.3571,0.4706,0.4219,0.3394,0.2922,0.2554,0.2554,0.3941,0.3042
1079,0.4037,0.1296,0.2477,0.2966,0.1468,0.0583,0.0207,0.0207,0.2358,0.192
1080,0.3371,0.1364,0.2247,0.2674,0.1484,0.0923,0.066,0.066,0.1772,0.0001
1081,0.3319,0.1322,0.1834,0.2244,0.1236,0.0776,0.0436,0.0436,0.2,-0.0582
1082,0.5448,0.3233,0.3433,0.3057,0.2328,0.18,0.138,0.138,0.3485,0.384
1083,0.3119,0.1111,0.2385,0.2261,0.1237,0.0733,0.0511,0.0511,0.1689,0.1798
1084,0.2896,0.0913,0.181,0.1691,0.0513,0.0127,0.0064,0.0064,0.1181,-0.0491
1085,0.3878,0.1856,0.3367,0.2843,0.1839,0.1334,0.0922,0.0922,0.2444,0.2156
1086,0.3212,0.1037,0.2336,0.2118,0.1123,0.0672,0.0439,0.0439,0.1975,0.032
1087,0.4578,0.122,0.253,0.3205,0.1443,0.0649,0.0246,0.0246,0.2069,0.3499
1088,0.4639,0.2812,0.3814,0.4017,0.3117,0.2577,0.2207,0.2207,0.3521,0.2932
1089,0.338,0.1064,0.1972,0.1711,0.0826,0.0313,0.0109,0.0109,0.1535,0.0692
1090,0.5325,0.2635,0.3787,0.3684,0.2425,0.156,0.1055,0.1055,0.3944,0.3334
1091,0.427,0.1364,0.2584,0.3978,0.2181,0.1377,0.0873,0.0873,0.3515,0.2216
1092,0.3771,0.1734,0.2629,0.2784,0.1786,0.1263,0.0962,0.0962,0.2584,0.0694
1093,0.4706,0.2143,0.3529,0.3913,0.2454,0.1819,0.1475,0.1475,0.3676,0.2648
1094,0.2658,0.0641,0.1646,0.1739,0.0874,0.0554,0.0209,0.0209,0.1758,0.0709
1095,0.1967,0.1,0.1475,0.0989,0.0663,0.0462,0.0325,0.0325,0.2345,-0.0172
1096,0.4129,0.2222,0.2581,0.3333,0.2327,0.1687,0.1253,0.1253,0.304,0.3003
1097,0.1789,0.0496,0.1301,0.0937,0.0314,0.0102,0.0058,0.0058,0.2336,0.1375
1098,0.4327,0.1775,0.3041,0.32,0.1969,0.1165,0.0756,0.0756,0.3721,0.3153
1099,0.2688,0.0943,0.15,0.0985,0.0555,0.0328,0.0213,0.0213,0.1103,0.0266
1100,0.3974,0.1879,0.2781,0.2632,0.1673,0.1146,0.0837,0.0837,0.3069,0.2306
1101,0.5018,0.3663,0.4364,0.218,0.1868,0.1669,0.1539,0.1539,0.3422,0.3918
1102,0.3922,0.0949,0.2275,0.2766,0.1147,0.0199,0.0083,0.0083,0.1786,0.0589
1103,0.3676,0.1202,0.2378,0.3228,0.1677,0.1158,0.0913,0.0913,0.21,0.0581
1104,0.4531,0.2063,0.3281,0.2941,0.1775,0.1238,0.0825,0.0825,0.457,0.3822
1105,0.4561,0.2604,0.3275,0.4209,0.3202,0.2607,0.2169,0.2169,0.3513,0.141
1106,0.3482,0.1351,0.2232,0.2425,0.1274,0.0716,0.023,0.023,0.1845,0.0624
1107,0.5622,0.3934,0.4541,0.4578,0.3847,0.3431,0.3112,0.3112,0.4609,0.4164
1108,0.5375,0.2532,0.3625,0.4074,0.2573,0.1804,0.1393,0.1393,0.3506,0.406
1109,0.4118,0.1259,0.2206,0.1899,0.0965,0.0675,0.0527,0.0527,0.2222,0.1063
1110,0.5026,0.3316,0.4513,0.468,0.3754,0.323,0.2817,0.2817,0.422,0.2902
1111,0.327,0.0996,0.2053,0.1777,0.0917,0.0432,0.025,0.025,0.1435,0.0666
1112,0.3191,0.0968,0.1596,0.2204,0.1034,0.0472,0.018,0.018,0.1721,0.059
1113,0.2781,0.0541,0.1176,0.1809,0.0706,0.0359,0.0145,0.0145,0.1258,-0.0682
1114,0.5148,0.3064,0.4051,0.3129,0.2268,0.1819,0.1541,0.1541,0.3279,0.3912
1115,0.2844,0.134,0.1991,0.2249,0.1357,0.0878,0.0596,0.0596,0.1788,0.1475
1116,0.4886,0.3678,0.4659,0.3723,0.3164,0.2695,0.2343,0.2343,0.4593,0.3613
1117,0.4462,0.3213,0.3665,0.3142,0.2643,0.2352,0.2143,0.2143,0.2753,0.2545
1118,0.4141,0.16,0.2555,0.3016,0.159,0.0836,0.0462,0.0462,0.2155,0.1671
1119,0.1905,0.0323,0.1587,0.1169,0.0392,0.0127,0.0073,0.0073,0.1078,-0.0398
1120,0.3544,0.0897,0.2025,0.2561,0.0974,0.0228,0.0111,0.0111,0.1791,0.1479
1121,0.424,0.1488,0.2581,0.2438,0.1281,0.0719,0.0489,0.0489,0.1954,0.1531
1122,0.4314,0.2372,0.3059,0.264,0.1957,0.1563,0.131,0.131,0.2469,0.2023
1123,0.365,0.1778,0.2774,0.2899,0.1847,0.1267,0.0886,0.0886,0.2837,-0.0479
1124,0.2365,0.0697,0.1675,0.1973,0.0768,0.0181,0.0088,0.0088,0.1391,0.0307
1125,0.4242,0.2969,0.355,0.181,0.1479,0.1205,0.0986,0.0986,0.2428,0.1878
1126,0.2642,0.0892,0.1509,0.1358,0.0714,0.0505,0.0359,0.0359,0.1676,0.0815
1127,0.3333,0.0875,0.1852,0.1961,0.0623,0.0157,0.0079,0.0079,0.2666,0.0924
1128,0.5439,0.3038,0.4184,0.3103,0.2246,0.1759,0.1446,0.1446,0.3627,0.3542
1129,0.3087,0.1497,0.2819,0.2022,0.1438,0.1126,0.0954,0.0954,0.1987,0.0485
1130,0.2456,0.0355,0.152,0.1954,0.0477,0.0139,0.0075,0.0075,0.1331,0.0078
1131,0.5028,0.2373,0.3464,0.3889,0.2473,0.161,0.099,0.099,0.3314,0.2936
1132,0.4111,0.2472,0.3444,0.3372,0.2439,0.1983,0.1655,0.1655,0.2987,0.085
1133,0.3204,0.1341,0.1768,0.1771,0.0977,0.0639,0.0394,0.0394,0.1867,0.0086
1134,0.3421,0.2,0.2895,0.2308,0.1754,0.1512,0.1331,0.1331,0.3028,0.2012
1135,0.33,0.1414,0.21,0.2298,0.1488,0.108,0.0849,0.0849,0.1652,-0.0354
1136,0.6263,0.4592,0.5455,0.4782,0.3929,0.3505,0.32,0.32,0.4505,0.4672
1137,0.4516,0.2459,0.3387,0.3194,0.2225,0.1704,0.1376,0.1376,0.4345,0.126
1138,0.4167,0.1985,0.303,0.2755,0.1855,0.1468,0.1218,0.1218,0.2283,0.1656
1139,0.3085,0.043,0.1596,0.266,0.0926,0.021,0.0101,0.0101,0.1637,0.0519
1140,0.4074,0.1625,0.2593,0.3158,0.1717,0.0927,0.0323,0.0323,0.287,0.2389
1141,0.5466,0.2264,0.3727,0.4153,0.2337,0.1539,0.0996,0.0996,0.2819,0.3875
1142,0.2727,0.1077,0.1667,0.1596,0.0717,0.0178,0.0089,0.0089,0.233,0.0503
1143,0.3502,0.1674,0.2396,0.2237,0.1507,0.1025,0.0713,0.0713,0.2292,0.0208
1144,0.654,0.4689,0.5498,0.5324,0.4446,0.3819,0.3357,0.3357,0.4104,0.481
1145,0.473,0.2762,0.3071,0.3034,0.2199,0.1665,0.1292,0.1292,0.2701,0.3127
1146,0.5359,0.4145,0.4706,0.2664,0.235,0.2121,0.1929,0.1929,0.2688,0.3628
1147,0.4803,0.2467,0.3668,0.3665,0.2304,0.1629,0.1208,0.1208,0.3526,0.2078
1148,0.2661,0.0741,0.1651,0.2053,0.0622,0.0154,0.0077,0.0077,0.131,0.0351
1149,0.3248,0.1466,0.2393,0.1705,0.1022,0.0707,0.0534,0.0534,0.1343,0.0835
1150,0.2632,0.0533,0.1842,0.1848,0.0637,0.0356,0.015,0.015,0.2053,0.0229
1151,0.2207,0.042,0.1517,0.1512,0.0422,0.0128,0.0071,0.0071,0.176,-0.1042
1152,0.3059,0.0952,0.2,0.25,0.1344,0.0761,0.0483,0.0483,0.2008,0.1466
1153,0.4233,0.284,0.3374,0.1334,0.1027,0.083,0.0683,0.0683,0.2173,0.2483
1154,0.3497,0.1215,0.2514,0.243,0.1354,0.0806,0.0474,0.0474,0.3038,0.1889
1155,0.4301,0.1739,0.2903,0.2669,0.1715,0.1215,0.0862,0.0862,0.25,0.2259
1156,0.5419,0.3483,0.4138,0.3449,0.2543,0.1832,0.1393,0.1393,0.3334,0.3792
1157,0.4972,0.3314,0.3842,0.4197,0.3401,0.2893,0.2467,0.2467,0.387,0.326
1158,0.3394,0.0982,0.2424,0.2,0.0636,0.016,0.0081,0.0081,0.2419,0.2615
1159,0.3867,0.2027,0.3067,0.2268,0.1612,0.111,0.0734,0.0734,0.381,0.1697
1160,0.3616,0.1486,0.2712,0.3053,0.1802,0.128,0.0909,0.0909,0.2501,0.1188
1161,0.2154,0.0156,0.1385,0.1481,0.043,0.0133,0.0074,0.0074,0.1313,0.0347
1162,0.2289,0.0244,0.1566,0.1384,0.0127,0.0058,0.0039,0.0039,0.0765,-0.0698
1163,0.3558,0.2136,0.2788,0.2889,0.2214,0.187,0.1658,0.1658,0.2439,0.2123
1164,0.3977,0.1183,0.2807,0.2965,0.1434,0.0897,0.0643,0.0643,0.2292,0.0875
1165,0.3576,0.1879,0.2517,0.2143,0.1329,0.082,0.0491,0.0491,0.3541,0.1346
1166,0.3678,0.1081,0.1992,0.1752,0.0881,0.0327,0.0112,0.0112,0.1663,0.0515
1167,0.732,0.625,0.6907,0.6989,0.6523,0.6242,0.6032,0.6032,0.666,0.719
1168,0.3333,0.0735,0.2029,0.1798,0.0452,0.0133,0.0072,0.0072,0.2563,0.0711
1169,0.4072,0.2648,0.3529,0.2393,0.1874,0.1599,0.1416,0.1416,0.2628,0.2096
1170,0.4286,0.272,0.3413,0.1856,0.1526,0.1295,0.1122,0.1122,0.2341,0.2645
1171,0.2244,0.0493,0.1463,0.1358,0.0499,0.0132,0.0068,0.0068,0.115,-0.1016
1172,0.5317,0.248,0.3889,0.3325,0.2034,0.1328,0.0878,0.0878,0.2769,0.3089
1173,0.3418,0.0897,0.2278,0.2875,0.1045,0.0519,0.0206,0.0206,0.1823,0.1138
1174,0.48,0.1919,0.28,0.3387,0.1967,0.1308,0.0899,0.0899,0.264,0.321
1175,0.4828,0.3085,0.3842,0.404,0.3274,0.2759,0.2352,0.2352,0.3837,0.315
1176,0.4623,0.264,0.2915,0.371,0.2603,0.1843,0.127,0.127,0.2828,0.2445
1177,0.4886,0.2184,0.3182,0.3147,0.1829,0.0712,0.0251,0.0251,0.2855,0.3039
1178,0.5733,0.4054,0.48,0.4432,0.3639,0.3236,0.291,0.291,0.6195,0.4045
1179,0.3158,0.0916,0.1955,0.1613,0.0936,0.0578,0.0383,0.0383,0.2742,0.2903
1180,0.3179,0.0671,0.2119,0.2069,0.0694,0.0384,0.0161,0.0161,0.1583,0.017
1181,0.2062,0.0833,0.1649,0.172,0.1059,0.0851,0.0723,0.0723,0.1407,0.0713
1182,0.5047,0.283,0.3458,0.3588,0.252,0.1948,0.1567,0.1567,0.3114,0.2784
1183,0.4527,0.1743,0.2881,0.2737,0.1691,0.1125,0.0818,0.0818,0.2331,0.205
1184,0.4402,0.1836,0.2871,0.3298,0.1859,0.11,0.06,0.06,0.2567,0.1906
1185,0.4565,0.1648,0.2609,0.3666,0.2029,0.1328,0.0857,0.0857,0.2849,0.2428
1186,0.3392,0.142,0.2573,0.2556,0.1608,0.1272,0.1043,0.1043,0.2247,0.1624
1187,0.3243,0.1507,0.2432,0.2073,0.1431,0.1008,0.0714,0.0714,0.2347,0.1726
1188,0.7143,0.5658,0.5714,0.5385,0.4576,0.4039,0.3541,0.3541,0.7048,0.6113
1189,0.3014,0.0369,0.2466,0.2384,0.0799,0.0179,0.0085,0.0085,0.1425,-0.0987
1190,0.3624,0.1224,0.2282,0.2308,0.0877,0.0205,0.01,0.01,0.2418,0.1463
1191,0.3293,0.227,0.2744,0.0674,0.0539,0.0465,0.0407,0.0407,0.1654,0.065
1192,0.3701,0.1219,0.2349,0.1936,0.1098,0.0757,0.0609,0.0609,0.1853,0.1371
1193,0.2339,0.0244,0.1371,0.1383,0.0419,0.0104,0.0052,0.0052,0.0999,-0.1201
1194,0.4022,0.1648,0.2391,0.3548,0.2239,0.164,0.1251,0.1251,0.2515,0.1177
1195,0.2062,0.1181,0.1446,0.001,0.0007,0.0006,0.0004,0.0004,0.086,0.1232
1196,0.4,0.1538,0.2759,0.2785,0.169,0.1229,0.0925,0.0925,0.3308,0.2358
1197,0.1975,0.0,0.1235,0.1099,0.011,0.0052,0.0035,0.0035,0.1036,-0.0509
1198,0.6612,0.5333,0.6198,0.4774,0.4264,0.3905,0.359,0.359,0.4617,0.4832
1199,0.3099,0.1143,0.2113,0.1818,0.1022,0.0495,0.0194,0.0194,0.2854,0.1736
1200,0.4262,0.2431,0.3497,0.3298,0.2306,0.1853,0.1584,0.1584,0.3978,0.2136
1201,0.2246,0.1095,0.1957,0.047,0.0335,0.0283,0.0247,0.0247,0.1143,-0.0177
1202,0.5065,0.2632,0.3247,0.35,0.2105,0.1194,0.0686,0.0686,0.305,0.2535
1203,0.4711,0.1883,0.2578,0.2859,0.1595,0.083,0.0456,0.0456,0.2003,0.1772
1204,0.3621,0.1739,0.3017,0.2244,0.1596,0.1403,0.13,0.13,0.2481,0.1257
1205,0.2063,0.0161,0.1587,0.1236,0.0375,0.0117,0.0066,0.0066,0.1459,0.0715
1206,0.25,0.0267,0.1316,0.1373,0.0521,0.014,0.0072,0.0072,0.2117,0.1083
1207,0.3758,0.1088,0.2416,0.2632,0.1325,0.0893,0.0664,0.0664,0.173,0.0729
1208,0.5455,0.3553,0.4156,0.4675,0.3679,0.3191,0.2895,0.2895,0.4483,0.3147
1209,0.4787,0.1828,0.2447,0.4255,0.2439,0.1479,0.1016,0.1016,0.2646,0.1883
1210,0.3453,0.073,0.2014,0.1948,0.0716,0.019,0.0098,0.0098,0.185,0.2267
1211,0.3596,0.2035,0.2807,0.1998,0.1403,0.1049,0.0766,0.0766,0.2052,0.0832
1212,0.4505,0.1667,0.3187,0.3789,0.2299,0.1633,0.1269,0.1269,0.283,0.2186
1213,0.4516,0.1087,0.2903,0.31,0.177,0.0986,0.0667,0.0667,0.2705,0.283
1214,0.4199,0.1564,0.2873,0.3548,0.206,0.1483,0.116,0.116,0.3067,0.2345
1215,0.4053,0.16,0.2467,0.2523,0.1521,0.1113,0.0897,0.0897,0.1837,0.2243
1216,0.5294,0.3267,0.3922,0.4466,0.3173,0.2152,0.1494,0.1494,0.314,0.3362
1217,0.6042,0.2947,0.4479,0.4565,0.3178,0.2556,0.219,0.219,0.3829,0.2969
1218,0.3386,0.0856,0.2328,0.2688,0.1324,0.0917,0.0643,0.0643,0.1766,0.0936
1219,0.3351,0.0546,0.1946,0.2359,0.0732,0.0183,0.0092,0.0092,0.1547,0.0541
1220,0.3287,0.1056,0.1818,0.1879,0.0966,0.0504,0.0156,0.0156,0.1434,0.0765
1221,0.6729,0.5094,0.6262,0.541,0.4675,0.4206,0.3842,0.3842,0.5178,0.5705
1222,0.5439,0.4248,0.4825,0.5182,0.4415,0.3944,0.3681,0.3681,0.4322,0.3797
1223,0.2901,0.124,0.2443,0.1364,0.0885,0.0649,0.0504,0.0504,0.2188,0.1293
1224,0.4015,0.1527,0.2576,0.2532,0.136,0.0828,0.057,0.057,0.1973,0.0715
1225,0.44,0.3108,0.4267,0.3152,0.2632,0.226,0.1944,0.1944,0.4218,0.3824
1226,0.6298,0.4206,0.4681,0.4834,0.3871,0.3313,0.2911,0.2911,0.4461,0.4075
1227,0.4381,0.2981,0.3905,0.2856,0.2332,0.2098,0.1925,0.1925,0.2776,0.1342
1228,0.2206,0.0896,0.1618,0.086,0.0432,0.0274,0.0123,0.0123,0.1319,0.062
1229,0.5369,0.2177,0.3221,0.3855,0.2168,0.1426,0.1021,0.1021,0.4082,0.2837
1230,0.3086,0.185,0.2629,0.2467,0.1756,0.1473,0.1315,0.1315,0.2117,-0.0235
1231,0.3692,0.2031,0.2462,0.2,0.1254,0.0894,0.0637,0.0637,0.3753,0.2879
1232,0.6667,0.5603,0.6154,0.4852,0.4454,0.4195,0.3985,0.3985,0.4944,0.5483
1233,0.2991,0.0952,0.2056,0.1711,0.0955,0.0498,0.0203,0.0203,0.3361,0.1104
1234,0.4878,0.2222,0.3293,0.3678,0.1962,0.0968,0.0573,0.0573,0.3279,0.4497
1235,0.5027,0.2652,0.3497,0.3304,0.2041,0.1609,0.1322,0.1322,0.3793,0.3953
1236,0.6352,0.4416,0.515,0.4356,0.3645,0.314,0.2784,0.2784,0.4058,0.4948
1237,0.3006,0.1404,0.2197,0.2609,0.168,0.1197,0.0807,0.0807,0.1983,0.079
1238,0.4341,0.3281,0.3798,0.1877,0.16,0.1425,0.1297,0.1297,0.2814,0.2905
1239,0.4634,0.1475,0.2439,0.232,0.1348,0.0743,0.022,0.022,0.2259,0.2164
1240,0.3756,0.1801,0.3099,0.2746,0.1843,0.1337,0.1033,0.1033,0.2225,0.0181
1241,0.538,0.355,0.4444,0.405,0.3331,0.2921,0.2642,0.2642,0.3675,0.3729
1242,0.3662,0.2286,0.3239,0.2805,0.2202,0.1823,0.1522,0.1522,0.3433,0.141
1243,0.5636,0.3211,0.4455,0.4,0.3136,0.2772,0.2511,0.2511,0.3837,0.445
1244,0.5401,0.2638,0.346,0.3975,0.2719,0.1771,0.1261,0.1261,0.3153,0.3279
1245,0.4203,0.2044,0.2826,0.2023,0.1301,0.086,0.0624,0.0624,0.2273,0.2679
1246,0.2532,0.1154,0.2152,0.2073,0.1339,0.0964,0.058,0.058,0.18,0.002
1247,0.3333,0.1084,0.2024,0.25,0.1313,0.0844,0.0613,0.0613,0.2452,0.1291
1248,0.2836,0.1515,0.2388,0.1765,0.1025,0.0724,0.0552,0.0552,0.2434,0.1686
1249,0.5731,0.3905,0.5146,0.4932,0.4195,0.3805,0.3526,0.3526,0.4963,0.3971
1250,0.5161,0.2222,0.3613,0.4231,0.2673,0.1874,0.1369,0.1369,0.3493,0.253
1251,0.4338,0.2148,0.3015,0.2806,0.1827,0.1388,0.1115,0.1115,0.2142,0.2391
1252,0.2254,0.0571,0.1268,0.1556,0.0724,0.0391,0.0162,0.0162,0.2038,-0.017
1253,0.3966,0.1277,0.2616,0.3214,0.1769,0.1369,0.1175,0.1175,0.2265,0.0728
1254,0.5042,0.339,0.3025,0.2988,0.2315,0.1794,0.1468,0.1468,0.3227,0.3159
1255,0.2632,0.0133,0.1579,0.1446,0.0133,0.006,0.0041,0.0041,0.1214,0.0593
1256,0.3006,0.1287,0.2312,0.2308,0.134,0.0846,0.0609,0.0609,0.2152,-0.0394
1257,0.5654,0.4127,0.5026,0.4835,0.4196,0.3899,0.3677,0.3677,0.4609,0.3561
1258,0.3667,0.1011,0.2333,0.2947,0.1252,0.0256,0.0116,0.0116,0.2665,0.1634
1259,0.4434,0.1905,0.2547,0.3761,0.2286,0.1575,0.1102,0.1102,0.3275,0.2153
1260,0.3922,0.2303,0.281,0.1306,0.0986,0.0724,0.0541,0.0541,0.1853,0.2335
1261,0.2873,0.1341,0.221,0.2089,0.141,0.1021,0.0694,0.0694,0.1557,0.1141
1262,0.2838,0.0959,0.2297,0.2143,0.1136,0.068,0.025,0.025,0.2253,0.0928
1263,0.3333,0.1471,0.2609,0.2247,0.1337,0.0851,0.0615,0.0615,0.3354,0.1378
1264,0.6016,0.3607,0.4146,0.3816,0.2849,0.2254,0.1907,0.1907,0.3824,0.3481
1265,0.2969,0.0159,0.2188,0.1957,0.0464,0.0134,0.0072,0.0072,0.2211,0.1015
1266,0.318,0.1415,0.2141,0.1574,0.1049,0.0809,0.0659,0.0659,0.1899,-0.05
1267,0.6667,0.4574,0.56,0.4899,0.3975,0.3354,0.2922,0.2922,0.5256,0.4689
1268,0.3905,0.1796,0.2604,0.2872,0.2004,0.1451,0.1002,0.1002,0.3404,0.1432
1269,0.4333,0.2022,0.2778,0.3483,0.2179,0.1297,0.071,0.071,0.3157,0.2309
1270,0.4828,0.2153,0.2966,0.2778,0.1691,0.1067,0.0646,0.0646,0.255,0.2486
1271,0.5276,0.3851,0.4663,0.4458,0.3831,0.3253,0.2835,0.2835,0.3646,0.4485
1272,0.589,0.3106,0.319,0.4353,0.2879,0.1999,0.1486,0.1486,0.3629,0.2998
1273,0.3908,0.1395,0.1954,0.2967,0.1624,0.114,0.0843,0.0843,0.3031,0.2197
1274,0.4155,0.2482,0.2746,0.1653,0.1275,0.0972,0.0796,0.0796,0.1999,0.2554
1275,0.2748,0.155,0.2443,0.1471,0.101,0.0589,0.0213,0.0213,0.3584,0.3267
1276,0.4246,0.1921,0.2123,0.4111,0.2719,0.1714,0.1037,0.1037,0.3423,0.1495
1277,0.3368,0.1489,0.2,0.268,0.1495,0.0778,0.0473,0.0473,0.1968,0.0691
1278,0.5644,0.3851,0.4294,0.4457,0.3636,0.3233,0.2914,0.2914,0.5758,0.3761
1279,0.6889,0.5506,0.6,0.5484,0.4696,0.4127,0.362,0.362,0.6338,0.6021
1280,0.3346,0.1098,0.2179,0.1604,0.0755,0.0388,0.0132,0.0132,0.1562,0.0554
1281,0.3019,0.1673,0.2264,0.1105,0.0798,0.0603,0.0442,0.0442,0.1767,0.2085
1282,0.4561,0.1893,0.269,0.2771,0.1424,0.063,0.0237,0.0237,0.2033,0.2614
1283,0.2721,0.0828,0.2313,0.1739,0.0874,0.0634,0.0489,0.0489,0.2135,-0.1042
1284,0.4079,0.12,0.2105,0.2826,0.1576,0.0939,0.0552,0.0552,0.2516,0.1922
1285,0.2836,0.1061,0.1791,0.2152,0.105,0.0523,0.0208,0.0208,0.2441,0.0409
1286,0.2637,0.1222,0.2198,0.2043,0.1247,0.08,0.0581,0.0581,0.1757,0.0233
1287,0.443,0.2313,0.3624,0.3053,0.235,0.2026,0.1815,0.1815,0.4267,0.3093
1288,0.3842,0.1943,0.3164,0.2658,0.1678,0.1353,0.1145,0.1145,0.2416,0.0195
1289,0.3562,0.1667,0.3014,0.2444,0.1572,0.119,0.0873,0.0873,0.3537,0.3002
1290,0.4,0.1651,0.2636,0.3509,0.227,0.1704,0.1322,0.1322,0.25,0.1318
1291,0.3717,0.1648,0.2528,0.2254,0.1399,0.1058,0.0901,0.0901,0.1864,0.0643
1292,0.2439,0.0992,0.2114,0.1358,0.0824,0.0441,0.0182,0.0182,0.2656,-0.0223
1293,0.2534,0.0822,0.1719,0.1264,0.0506,0.0121,0.0059,0.0059,0.1003,-0.1104
1294,0.4372,0.232,0.3497,0.33,0.216,0.1624,0.1219,0.1219,0.3543,0.2139
1295,0.2424,0.0873,0.1645,0.1259,0.0732,0.0487,0.0371,0.0371,0.0981,-0.122
1296,0.3874,0.254,0.3037,0.2627,0.2015,0.1704,0.1513,0.1513,0.2391,0.209
1297,0.3321,0.119,0.1771,0.1558,0.0866,0.051,0.0366,0.0366,0.1793,0.0512
1298,0.4105,0.117,0.2105,0.2772,0.1393,0.0732,0.0447,0.0447,0.2042,0.156
1299,0.3978,0.1739,0.2258,0.3298,0.1883,0.105,0.0336,0.0336,0.2683,0.1536
1300,0.3179,0.094,0.2119,0.1875,0.0889,0.0438,0.0173,0.0173,0.3026,0.1372
1301,0.4262,0.2046,0.2426,0.2081,0.1369,0.1044,0.085,0.085,0.2107,0.2296
1302,0.3949,0.1419,0.2293,0.321,0.1676,0.1022,0.0608,0.0608,0.2699,0.1326
1303,0.4718,0.228,0.3487,0.3603,0.2121,0.1333,0.0708,0.0708,0.318,0.2922
1304,0.5922,0.3729,0.4804,0.4402,0.3294,0.2684,0.239,0.239,0.412,0.3974
1305,0.3144,0.101,0.1739,0.0795,0.0412,0.016,0.0056,0.0056,0.1167,0.0474
1306,0.3777,0.1818,0.2918,0.2114,0.1482,0.1177,0.0979,0.0979,0.154,0.1377
1307,0.25,0.1746,0.25,0.1616,0.1284,0.1007,0.0751,0.0751,0.4024,0.2382
1308,0.532,0.3184,0.3941,0.3828,0.2814,0.2228,0.1888,0.1888,0.3379,0.1832
1309,0.4686,0.2312,0.3314,0.3765,0.2414,0.1615,0.1007,0.1007,0.3063,0.2989
1310,0.4028,0.1608,0.2569,0.1979,0.1251,0.087,0.064,0.064,0.2149,0.2008
1311,0.4837,0.2254,0.3535,0.4149,0.2881,0.2287,0.1933,0.1933,0.3976,0.2321
1312,0.3739,0.114,0.2435,0.2488,0.1232,0.0705,0.0407,0.0407,0.1988,-0.1147
1313,0.2326,0.0563,0.1581,0.1483,0.0565,0.0285,0.0114,0.0114,0.1409,-0.0866
1314,0.4862,0.2458,0.3867,0.4178,0.2889,0.1996,0.1399,0.1399,0.2989,0.2678
